,responsibilities,requirements,url,text
Social Media Specialist,"Build and execute social media strategy through competitive research, platform determination, benchmarking, messaging and audience identification
Generate, edit, publish and share daily content (original text, images, video or HTML) that builds meaningful connections and encourages community members to take action
Set up and optimize company pages within each platform to increase the visibility of company’s social content
Moderate all user-generated content in line with the moderation policy for each community
Create editorial calendars and syndication schedules
Continuously improve by capturing and analyzing the appropriate social data/metrics, insights and best practices, and then acting on the information
Collaborate with other departments (customer relations, sales etc) to manage reputation, identify key players and coordinate actions
","Proven working experience in social media marketing or as a digital media specialist
Excellent consulting, writing, editing (photo/video/text), presentation and communication skills
Demonstrable social networking experience and social analytics tools knowledge
Adequate knowledge of web design, web development, CRO and SEO
Knowledge of online marketing and good understanding of major marketing channels
Positive attitude, detail and customer oriented  with good multitasking and organisational ability
Fluency in English
BS in Communications, Marketing, Business, New Media or Public Relations
",https://resources.workable.com/social-media-specialist-job-description,"Social Media Specialist job descriptionHiring a Social media specialist? Sign up for Workable’s 15-day free trial to post this job and hire better, faster.
We are looking for a driven Social Media Specialist to attract and interact with targeted virtual communities and networks users.
The goal is to gradually achieve superior customer engagement and intimacy, website traffic and revenue by strategically exploiting all aspects of the social media marketing roadmap.
Social media specialists should have a solid understanding of how each social media channel works and how to optimize content so that it is engaging on those channels. You are responsible for joining relevant conversations on behalf of the brand and “soft selling” the product by providing support to current and prospective customers.
"
Social Media Strategist,"Design social media strategies to achieve marketing targets
Manage, create and publish original, high quality content
Administer all company social media accounts ensuring up-to-date content
Liaise with writers and designers to ensure content is informative and appealing
Collaborate with Marketing and Product development teams to create social ‘buzz’ regarding new product launches
Facilitate client-company communication (respond to queries, get reviews and organize chats and Q&A sessions)
Prepare weekly and monthly reports on web traffic and ROI
Monitor SEO and user engagement and suggest content optimization
Communicate with industry professionals via social media to create a strong network
Train internal teams to integrate and maintain a cohesive social media strategy
Stay up-to-date with new digital technologies and social media best practices
","Proven work experience as a Social media strategist or Social media manager
Hands on experience using social media for brand awareness
Understanding of SEO and web traffic metrics
An ability to identify target audience preferences and build content to meet them
Familiarity with web design and publishing
Excellent multitasking skills
Strong written and verbal communication skills
BSc degree in Marketing or relevant field
",https://resources.workable.com/social-media-strategist-job-description,"Social Media Strategist job descriptionWe are looking for a qualified Social media strategist to join our team. You will develop and implement a comprehensive social media strategy to increase our web traffic and our brand awareness.
As a Social media strategist, you should have excellent multitasking skills to handle all of our social media accounts in a cohesive way. If you have a creative way of thinking and of presenting our brand through multiple social media channels, we would like to make you part of our team.
Ultimately, you should be able to ensure our company web presence is aligned with our marketing strategies.
"
Social Worker,"Plan, coordinate, manage and implement support packages to help clients deal with difficulties and overcome dependencies
Interview service users and assess their current condition, needs, strengths and weaknesses
Address each case as a unit and set tailored measurable goals
Monitor and evaluate clients’ progress and modify treatment plans accordingly
Offer information and counseling on the best course of action during sessions
Maintain accurate records and report on clients’ status
Attend case conferences and provide evidence in court
Act as a key-worker and cooperate with multidisciplinary teams
Refer clients to community services to help them in recovery
","Proven work experience as a social worker
Working knowledge of social theories and practices
Social perceptiveness and empathy
Ability to build and maintain professional helping relationships
Ability to relate and communicate with diverse population and groups
Resilience along with ability to assess situations
Willing to submit to background checks
BS degree in social work (BSW), psychology or sociology
",https://resources.workable.com/social-worker-job-description,Social Worker job description
Software Architect,"Collaborate with other professionals to determine functional and non-functional requirements for new software or applications 
Use tools and methodologies to create representations for functions and user interface of desired product
Develop high-level product specifications with attention to system integration and feasibility
Define all aspects of development from appropriate technology and workflow to coding standards
Communicate successfully all concepts and guidelines to development team
Oversee progress of development team to ensure consistency with initial design
Provide technical guidance and coaching to developers and engineers
Ensure software meets all requirements of quality, security, modifiability, extensibility etc.
Approve final product before launch
","Proven experience as software architect
Experience in software development and coding in various languages (C#, .NET, Java etc.)
Excellent knowledge of software and application design and architecture
Excellent knowledge of UML and other modeling methods
Familiarity with HTML/CSS, JavaScript and UI/UX design
Understanding of software quality assurance principles
A technical mindset with great attention to detail
High quality organizational and leadership skills
Outstanding communication and presentation abilities
MSc/MA in computer science, engineering or relevant field
",https://resources.workable.com/software-architect-job-description,"Software Architect job descriptionWe are looking for an experienced Software Architect to make intuitive high level decisions for software development. You will see the “big picture” and create architectural approaches for software design and implementation to guide the development team.
A great software architect has a strong technical background and excellent IT skills. They are experienced in designing and possess ability to develop a unified vision for software characteristics and functions.
The goal is to provide a framework for the development of a software or system that will result in high quality IT solutions.
"
Software Developer,"Work with developers to design algorithms and flowcharts
Produce clean, efficient code based on specifications
Integrate software components and third-party programs
Verify and deploy programs and systems
Troubleshoot, debug and upgrade existing software
Gather and evaluate user feedback
Recommend and execute improvements
Create technical documentation for reference and reporting
","Proven experience as a Software Developer, Software Engineer or similar role
Familiarity with Agile development methodologies
Experience with software design and development in a test-driven environment
Knowledge of coding languages (e.g. C++, Java, JavaScript) and frameworks/systems (e.g. AngularJS, Git)
Experience with databases and Object-Relational Mapping (ORM) frameworks (e.g. Hibernate)
Ability to learn new languages and technologies
Excellent communication skills
Resourcefulness and troubleshooting aptitude
Attention to detail
BSc/BA in Computer Science, Engineering or a related field
",https://resources.workable.com/software-developer-job-description,"Software Developer job descriptionIn this role, you should be a team player with a keen eye for detail and problem-solving skills. If you also have experience in Agile frameworks and popular coding languages (e.g. JavaScript), we’d like to meet you.
Your goal will be to build efficient programs and systems that serve user needs.
"
Software Engineer,"Execute full software development life cycle (SDLC)
Develop flowcharts, layouts and documentation to identify requirements and solutions
Write well-designed, testable code
Produce specifications and determine operational feasibility
Integrate software components into a fully functional software system
Develop software verification plans and quality assurance procedures
Document and maintain software functionality
Troubleshoot, debug and upgrade existing systems
Deploy programs and evaluate user feedback
Comply with project plans and industry standards
Ensure software is updated with latest features
","Proven work experience as a Software Engineer or Software Developer
Experience designing interactive applications
Ability to develop software in Java, Ruby on Rails, C++ or other programming languages
Excellent knowledge of relational databases, SQL and ORM technologies (JPA2, Hibernate)
Experience developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC)
Experience with test-driven development
Proficiency in software engineering tools
Ability to document requirements and specifications
BSc degree in Computer Science, Engineering or relevant field
",https://resources.workable.com/software-engineer-job-description,"Software Engineer job descriptionSoftware Engineer responsibilities include gathering user requirements, defining system functionality and writing code in various languages, like Java, Ruby on Rails or .NET programming languages (e.g. C++ or JScript.NET.) Our ideal candidates are familiar with the software development life cycle (SDLC) from preliminary system analysis to tests and deployment. 
Ultimately, the role of the Software Engineer is to build high-quality, innovative and fully performing software that complies with coding standards and technical design. 
"
Software Security Engineer,"Implement, test and operate advanced software security techniques in compliance with technical reference architecture
Perform on-going security testing and code review to improve software security
Troubleshoot and debug issues that arise
Provide engineering designs for new software solutions to help mitigate security vulnerabilities
Contribute to all levels of the architecture
Maintain technical documentation
Consult team members on secure coding practices
Develop a familiarity with new tools and best practices
","Proven work experience as a software security engineer
Detailed technical knowledge of techniques, standards and state-of-the art capabilities for authentication and authorization, applied cryptography, security vulnerabilities and remediation
Software development experience in one of the following core languages: Ruby on Rails, Java, Javascript and .NET
Adequate knowledge of web related technologies (Web applications, Web Services and Service Oriented Architectures) and of network/web related protocols
Interest in all aspects of security research and development
BS degree in Computer Science or related field
",https://resources.workable.com/software-security-engineer-job-description,Software Security Engineer job description
Sound Engineer,"Follow instructions and details from directors, producers etc
Set up and test sound equipment before events, broadcasts or recordings
Record, edit and mix audio tracks (instruments, vocals etc.)
Enhance sound quality and add sound effects to recordings
Work with video editors to synchronize video with audio tracks
Play backing tracks and special effects during live events
Collaborate with lighting, camera and other people
Create and maintain sound libraries
Resolve technical issues when they arise
","Proven experience as sound engineer
Technical expertise in sound engineering techniques (e.g. equalization)
Experience with sound editing and recording equipment (e.g. mixing consoles)
Working knowledge of recording software and hardware (e.g. Pro Tools)
A team player with excellent communication skills
Creativity and attention to detail
Problem-solving abilities
Excellent hearing and manual dexterity
High school diploma; Degree in audio/sound engineering or related field is a plus
",https://resources.workable.com/sound-engineer-job-description,"Sound Engineer job descriptionSound engineers are deft around sensitive audio equipment and experts in using them to produce quality sound. We expect you to be knowledgeable about different audio recording and editing techniques. If you also possess a creative mind and a good ear we’d like to hear from you.
"
Sourcing Manager,"Manage the company’s supply portfolio ensuring transparency of spending
Generate and implement efficient sourcing and category management strategies
Analyze and calculate costs of procurement and suggest methods to decrease expenditure
Invent negotiation strategies and secure profitable deals
Optimize sourcing procedures to attain maximum efficiency
Cooperate with stakeholders to guarantee agreement on terms and processes
Research and anticipate shifts in the negotiating power of suppliers
Perform cost and scenario analysis, and benchmarking
Estimate risks and apply risk minimizing techniques
Discover and partner with trustworthy vendors and suppliers
Determine quantity and timing of deliveries
","Proven work experience as a sourcing manager or procurement manager
Familiarity with sourcing and vendor management and relevant software
Understanding of market dynamics and sound business judgement
Strong project management and leadership skills
Ability to negotiate and sustain networking relationships
Comfortable with figures and in collecting, analyzing and interpreting data
Solid judgement with ability to make good decisions
BSc degree in supply chain management, logistics or business administration
",https://resources.workable.com/sourcing-manager-job-description,Sourcing Manager job description
Sous Chef,"Help in the preparation and design of all food and drinks menus
Produce high quality plates both design and taste wise
Ensure that the kitchen operates in a timely way that meets our quality standards
Fill in for the Executive Chef in planning and directing food preparation when necessary
Resourcefully solve any issues that arise and seize control of any problematic situation
Manage and train kitchen staff, establish working schedule and assess staff’s performance
Order supplies to stock inventory appropriately
Comply with and enforce sanitation regulations and safety standards
Maintain a positive and professional approach with coworkers and customers
","X+ years of experience as a Sous Chef
Understanding of various cooking methods, ingredients, equipment and procedures
Excellent record of kitchen and staff management
Accuracy and speed in handling emergency situations and providing solutions
Familiar with industry’s best practices
Working knowledge of various computer software programs (MS Office, restaurant management software, POS)
BS degree in Culinary science or related certificate would be a plus
",https://resources.workable.com/sous-chef-job-description,Sous Chef job description
Spa Therapist,"Deliver a variety of spa services (body treatments, massages, facials, waxing and manicure/pedicure) in a safe and comfortable manner
Maintain equipment and sample inventory of products
Keep documentation and maintain clients files
Keep a clean and stocked room
Acknowledge and respond to relevant customer queries, needs and expectations
Suggest and promote retail products or additional services
Uphold hygiene standards and follow health and safety regulations
Cooperate with and report on administration on any arising issues
Apply best practices and be up to date with market trends
","Proven work experience as a Spa therapist
Hands on experience in massage techniques,manicures, pedicures, waxing and face/body therapies
Experience in sales will be considered an asset
Excellent knowledge of English language
Communication and customer service skills
Positive attitude
User level computer skills
Degree or current licence in aesthetics or physiotherapy
",https://resources.workable.com/spa-therapist-job-description,Spa Therapist job description
Staff Assistant,"Prepare necessary paperwork for regular company procedures
Schedule meetings and appointments
Organize and maintain employee records
Update internal databases (e.g. new hire information)
Answer employees’ queries and forward them to the HR department as needed
Retrieve company and employee data, as requested
Check office supply stock and place orders when needed
Arrange staff travel and accommodations
Prepare conference rooms (e.g. make reservations and check equipment)
Distribute company materials to employees (e.g. brochures, announcements and safety guidelines)
","Proven work experience as a Staff Assistant, Administrative Assistant or similar role
Knowledge of office and HR procedures
Computer literacy (MS Office in particular)
Familiarity with office equipment (e.g. printers and fax machines)
Knowledge of labor laws
Excellent organizational skills
Strong verbal and written communication skills
Professionalism while collaborating with varying managerial levels
BSc degree in Business Administration, Human Resources or relevant field
",https://resources.workable.com/staff-assistant-job-description,"Staff Assistant job descriptionTo succeed in this role, you should have a flair for helping people, providing administrative support and organizing work. You should also show interest in complying with HR policies. You will collaborate with employees from different teams, so excellent interpersonal and communication skills are a must.
Ultimately, you should assist employees with their projects and ensure our company’s departments run smoothly.
"
Staff Writer,"Perform research on different topics
Analyze and interpret findings by breaking down data
Uncover newsworthy stories
Interview key people (witnesses, sources etc.)
Write content with readers needs in mind
Ensure your pieces are accurate and objective
Establish contacts and sources to use in future research
Maintain notes in written or electronic form
Contribute to content idea generation for publication
Stay up-to-date with local, national and international affairs
","Proven work experience as a staff writer or reporter
Demonstrable portfolio of published articles
Computer proficiency (MS Office, digital editing, web search and databases)
Excellent writing skills in English
Ability to follow strict deadlines and fact-check information
Good observation skills
Broad knowledge of headlines
BSc degree in journalism, communications or relevant field
",https://resources.workable.com/staff-writer-job-description,"Staff Writer job descriptionAs a staff writer, you should be able to perform thorough research on various topics and have a keen eye for detail.
Ultimately, you should be able to deliver good quality content like news posts, reviews and features.
"
Staffing Coordinator,"Oversee all staffing needs and operations of the company
Liaise with recruiting agencies to fill vacancies in a timely manner
Support candidate screening and hiring processes
Facilitate procedures after hiring regarding employee relocation, legal documents etc.
Assist in preparation and execution of orientation and training plans
Develop work schedules by allocating employees in shifts and positions
Assume responsibility for timekeeping and time off requests
Collaborate with payroll to ensure correct employee compensation
Ensure compliance with internal and external policies and regulations
Prepare and submit reports on staffing operations
","Proven experience as staffing coordinator or similar position
Experience in planning and execution of HR plans (onboarding, hiring etc.)
Solid knowledge of relevant legal regulations (equal employment opportunity, relocation, laws, visa procedures etc.)
Knowledge of staffing policies, procedures and best practices
Outstanding organizational and leadership skills
Excellent communication and interpersonal abilities 
Reliable with a respect to confidentiality
BSc/Ba in human resources, business administration or relevant field
Valid certification (e.g. ASA credentials) is a plus
",https://resources.workable.com/staffing-coordinator-job-description,"Staffing Coordinator job descriptionA staffing coordinator must be an excellent communicator, able to foster relationships with both employees and external vendors.  They should ideally have experience in hiring and onboarding as well as other human resources procedures.
The goal is to ensure that the company’s staffing requirements are always met and employees work in a friendly, supportive environment.
"
Store Manager,"Develop business strategies to raise our customers’ pool, expand store traffic and optimize profitability
Meet sales goals by training, motivating, mentoring and providing feedback to sales staff
Ensure high levels of customers satisfaction through excellent service
Complete store administration and ensure compliance with policies and procedures
Maintain outstanding store condition and visual merchandising standards
Report on buying trends, customer needs, profits etc
Propose innovative ideas to increase market share
Conduct personnel performance appraisals to assess training needs and build career paths
Deal with all issues that arise from staff or customers (complaints, grievances etc)
Be a shining example of well behavior and high performance
Additional store manager duties as needed
","Proven successful experience as a retail manager
Powerful leading skills and business orientation
Customer management skills
Strong organizational skills
Good communication and interpersonal skills
BS degree in Business Administration or relevant field
",https://resources.workable.com/store-manager-job-description,"Store Manager job description 
"
Strategic Account Manager,"Proven work experience as a Strategic account manager or Key account manager
Solid sales experience in B2B environment
Hands on experience with CRM software and Account management systems
Understanding of sales performance metrics
An ability to address customer requests in a timely manner
Excellent communication and interpersonal skills with an aptitude for building strong client relationships
Strong negotiation skills with a problem-solving attitude
Availability to travel as needed
BSc degree in Sales, Business Administration or relevant field
","Also see our more general job description for an Account Manager that can be tailored to your needs.
",https://resources.workable.com/strategic-account-manager-job-description,"Strategic Account Manager job descriptionUltimately, you should be responsible for achieving sales quota and strategic account targets.
"
Strategic Planner,"Understand and shape the company’s strategy and mission
Develop plans to materialize strategy and analyze business proposals
Research competition to identify threats and opportunities
Assess the company’s operational and strategic performance
Align processes, resources-planning and department goals with overall strategy
Provide support and insight into significant organizational changes (e.g. shift in strategic focus, mergers and acquisitions)
Educate senior executives in making effective decisions
Construct forecasts and analytical models
Monitor and analyze industry trends and market changes
","Proven experience as a Strategic Planner or Business Consultant
Understanding of market research and data analysis
Knowledge of business operations and procedures
Demonstrable strategic thinking abilities
Analytical mind with problem-solving aptitude
Organizational and leadership skills
Excellent communication skills
BSc/BA in Business Administration, Marketing, Finance or a related field; MSc/MA/MBA is a plus
",https://resources.workable.com/strategic-planner-job-description,"Strategic Planner job descriptionStrategic thinking is the most important skill in this role. You should also be analytical with strong organizational abilities. If you also have experience in market research and business operations, we’d like to meet you.
Ultimately, you will help our company adapt to changes and grow.
"
Supervisor,"Set goals for performance and deadlines in ways that comply with company’s plans and vision and communicate them to subordinates
Organize workflow and ensure that employees understand their duties or delegated tasks
Monitor employee productivity and provide constructive feedback and coaching
Receive complaints and resolve problems
Maintain timekeeping and personnel records
Pass on information from upper management to employees and vice versa
Prepare and submit performance reports
Decide on reward and promotion based on performance
Hire and train new employees
Ensure adherence to legal and company policies and procedures and undertake disciplinary actions if the need arises
","Proven experience as supervisor or relevant role
Familiarity with company policies and legal guidelines of the field
Ability to learn a variety of job descriptions
Excellent communication and interpersonal skills
Outstanding organizational and leadership skills
Good knowledge of MS Office
Diploma/Certificate in first line management or relevant field
High school diploma; BSc/BA in management or relevant discipline will be considered an advantage
",https://resources.workable.com/supervisor-job-description,"Supervisor job descriptionThe ideal candidate will be a competent individual who will be able to guide and train employees. He/She will be well-versed in processes under the role’s responsibility and will be results-driven and focused.
The goal is to ensure that operations are carried out productively so as to ensure profitability and sustainable growth.
"
Supply Chain Analyst,"Create processes and methods to gather supply chain data
Analyze data to identify problematic areas and suggest improvements
Plan and implement supply chain optimization projects (e.g. warehouse-slotting, route planning)
Develop requirements and standards (e.g. packaging, procurement, delivery)
Oversee inventory procedures
Discover the most cost-effective shipping modes and schedules
Evaluate vendor operations (e.g. freight forwarders) according to quality standards
Help foster trusting relationships with business partners
Collaborate with IT professionals to implement effective systems
Track KPIs and report on supply chain’s performance
","Proven experience as a Supply Chain Analyst, Logistics Coordinator or similar role
Experience in data mining, analysis and reporting
Familiarity with supply chain processes (e.g.inventory planning, warehouse management)
Working knowledge of MS Office, relational databases and ERP systems (e.g. SAP)
Analytical mind with business acumen
Problem-solving aptitude
Attention to detail
Excellent communication skills
Outstanding organizational ability
BSc/BA in Logistics, Business Analytics, Mathematics or a related field
",https://resources.workable.com/supply-chain-analyst-job-description,"Supply Chain Analyst job descriptionIn this role, you should have an analytical mind and a strong business acumen. Problem-solving skills and attention to detail are essential. If you also have experience in logistics and supply chain processes, we’d like to meet you.
Your goal will be to help our supply chain run as smoothly and profitably as possible.
"
System Administrator,"Install and configure software and hardware
Manage network servers and technology tools
Set up accounts and workstations
Monitor performance and maintain systems according to requirements
Troubleshoot issues and outages
Ensure security through access controls, backups and firewalls
Upgrade systems with new releases and models
Develop expertise to train staff on new technologies
Build an internal wiki with technical documentation, manuals and IT policies
","Proven experience as a System Administrator, Network Administrator or similar role
Experience with databases, networks (LAN, WAN) and patch management
Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery
Ability to create scripts in Python, Perl or other language
Familiarity with various operating systems and platforms
Resourcefulness and problem-solving aptitude
Excellent communication skills
BSc/Ba in Information Technology, Computer Science or a related discipline; professional certification (e.g. Microsoft Certified Systems Administrator (MCSA)) is a plus
",https://resources.workable.com/system-administrator-job-description,"System Administrator job descriptionResourcefulness is a necessary skill in this role. You should be able to diagnose and resolve problems quickly. You should also have the patience to communicate with a variety of interdisciplinary teams and users.
Your goal will be to ensure that our technology infrastructure runs smoothly and efficiently.
"
System Analyst,"Examine and evaluate current systems
Identify system requirements
Liaise with users to track additional requirements and features
Document interfaces between new and legacy systems
Collaborate with IT team and developers to produce new systems
Validate changes by testing programs
Train users on the new operation systems and provide support
Ensure deadline and budget requirements are met
Stay up-to-date with current technologies and technical developments
","Proven work experience as a system analyst
Hands on experience with software development and documentation
Solid knowledge of business information systems
Working knowledge of SAP business software applications
Familiarity with programming languages like Visual Basic, C++ and Java
Ability to explain technical details
Excellent analytical skills
A good problem-solving attitude
A degree in Computer Science or relevant field
",https://resources.workable.com/system-analyst-job-description,"System Analyst job descriptionAs a system analyst, you will be joining a team of engineers and developers who are passionate about new IT systems, software development and different programming languages. If you are also interested in discovering and implementing new features, we would like to meet you.
Ultimately, you should be able to translate our internal and external clients’ needs into new high quality IT systems.
"
System Security Engineer,"Engineer, implement and monitor security measures for the protection of computer systems, networks and information
Identify and define system security requirements
Design computer security architecture and develop detailed cyber security designs
Prepare and document standard operating procedures and protocols
Configure and troubleshoot security infrastructure devices
Develop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasks
Ensure that the company knows as much as possible, as quickly as possible about security incidents
Write comprehensive reports including assessment-based findings, outcomes and propositions for further system security enhancement
","Proven work experience as a system security engineer or information security engineer
Experience in building and maintaining security systems
Detailed technical knowledge of database and operating system security
Hands on experience in security systems, including firewalls, intrusion detection systems, anti-virus software, authentication systems, log management, content filtering, etc
Experience with network security and networking technologies and with system, security, and network monitoring tools
Thorough understanding of the latest security principles, techniques, and protocols
Familiarity with web related technologies (Web applications, Web Services, Service Oriented Architectures) and of network/web related protocols
Problem solving skills and ability to work under pressure
BS degree in Computer Science or related field
",https://resources.workable.com/system-security-engineer-job-description,"System Security Engineer job descriptionWe are looking for a capable system security engineer, who enjoys security work and possesses both deep and wide expertise in the security space.
You will make things more secure by protecting system boundaries, keeping computer systems and network devices hardened against attacks and securing highly sensitive data. Qualified candidates will have a background in security or systems engineering.
"
Systems Engineer,"Manage and monitor all installed systems and infrastructure
Install, configure, test and maintain operating systems, application software and system management tools
Proactively ensure the highest levels of systems and infrastructure availability
Monitor and test application performance for potential bottlenecks, identify possible solutions, and work with developers to implement those fixes
Maintain security, backup, and redundancy strategies
Write and maintain custom scripts to increase system efficiency and lower the human intervention time on any tasks
Participate in the design of information and operational support systems
Provide 2nd and 3rd level support
Liaise with vendors and other IT personnel for problem resolution
","BS/MS degree in Computer Science, Engineering or a related subject
Proven working experience in installing, configuring and troubleshooting UNIX /Linux based environments.
Solid experience in the administration and performance tuning of application stacks (e.g.,Tomcat, JBoss, Apache, Ruby, NGINX)
Solid Cloud experience, preferably in AWS
Experience with virtualization and containerization (e.g., VMware, Virtual Box)
Experience with monitoring systems
Experience with automation software (e.g., Puppet, cfengine, Chef)
Solid scripting skills (e.g., shell scripts, Perl, Ruby, Python)
Solid networking knowledge (OSI network layers, TCP/IP)
",https://resources.workable.com/systems-engineer-job-description,Systems Engineer job description
Talent Acquisition Manager,"Determine current staffing needs and produce forecasts
Develop talent acquisition strategies and hiring plans
Lead employment branding initiatives
Perform sourcing to fill open positions and anticipate future needs
Plan and conduct recruitment and selection processes (interviews, screening calls etc.)
Take steps to ensure positive candidate experience
Assist in employee retention and development
Supervise recruiting personnel
Organize and/or attend career fairs, assessment centers or other events
Use metrics to create reports and identify areas of improvement
","Proven experience as talent acquisition manager
Experience in full-cycle recruiting, sourcing and employment branding
Understanding of all selection methods and techniques
Proficient in the use of social media and job boards
Willingness to understand the duties and competencies of different roles
Working knowledge of Applicant Tracking Systems (ATS) and databases
Excellent communicator
Well-organized
A leader and strategic thinker
BSc/BA in business administration, human resources or relevant field
",https://resources.workable.com/talent-acquisition-manager-job-description,"Talent Acquisition Manager job descriptionTo excel as Talent Acquisition Manager, we expect you to be experienced in full-cycle recruiting and employment branding. You should have a sharp eye for talented people and a steady commitment to help them find success in our company.
"
Tax Accountant,"Prepare tax payments
Estimate and track tax returns
Complete quarterly and annual tax reports
Organize and update the company’s tax database
Recommend tax strategies that align with business goals
Prepare necessary paperwork for tax payments and returns
Share financial data with the accounting department
Identify tax savings and suggest ways to increase profits
Follow industry trends and track changes related to taxes
Liaise with internal and external auditors
Forecast tax predictions to senior managers
","Proven work experience as a Tax Accountant, Tax Analyst or Tax Preparer
Knowledge of accounting and bookkeeping procedures
Familiarity with accounting software packages
Computer literacy (MS Excel in particular)
Excellent analytical and time management skills
Strong numeracy skills
Keen attention to detail
BSc degree in Accounting, Finance or relevant subject; industry certification (e.g. CMA or CPA) is preferred
",https://resources.workable.com/tax-accountant-job-description,"Tax Accountant job descriptionTo succeed in this role, you should show interest in following changes to tax regulations and laws. Excellent time management skills are also essential, as you’ll have to ensure our company meets tight deadlines. Tax Accountant responsibilities also include organizing and maintaining records of tax payments.
Ultimately, you should be able to recommend tax strategies that comply with laws and promote our company’s financial well-being.
More resources:
"
Tax Manager,"Deliver a full range of tax services in compliance with laws and regulations within timeframe
Build relationships and interact with clients to provide excellent planning, consulting and expertise
Provide innovative tax planning and review complex income tax returns
Identify and mitigate tax risks
Coordinate accounting staff and assess their performance
Manage tax provision and tax compliance process
Improve processes by developing or implementing best practices
Manage and coordinate tax audits
Maintain tax balances on general ledger
Prepare all tax papers in regular basis and handle all information data requests
","Proven work experience as a tax manager
Excellent knowledge of tax accounting, tax compliance and all types of tax returns
Knowledge of tax software and MS Office
Good at meeting deadlines and solving problems
Exceptional client service along with the ability to develop excellent client relationships
Strong leadership and personnel management skills
Analytical skills with detail orientation
BA in Accounting or MA in Taxation
",https://resources.workable.com/tax-manager-job-description,Tax Manager job description
Teacher,"Present lessons in a comprehensive manner and use visual/audio means to facilitate learning
Provide individualized instruction to each student by promoting interactive learning
Create and distribute educational content (notes, summaries, assignments etc.)
Assess and record students’ progress and provide grades and feedback
Maintain a tidy and orderly classroom
Collaborate with other teachers, parents and stakeholders and participate in regular meetings
Plan and execute educational in-class and outdoor activities and events
Observe and understand students’ behavior and psyche and report suspicions of neglect, abuse etc.
Develop and enrich professional skills and knowledge by attending seminars, conferences etc.
","Proven experience as a teacher
Thorough knowledge of teaching best practices and legal educational guidelines partnered with a willingness to follow the school’s policies and procedures 
Excellent communicability and interpersonal skills
Well-organized and committed
Creative and energetic
Strong moral values and discipline
Knowledge of CPR
Degree in teaching or in a specialized subject with a certificate in education; 
",https://resources.workable.com/teacher-job-description,"Teacher job descriptionThe ideal candidate will be passionate for the job with an ability to reach out to students and create a relationship of mutual trust. They will know how to organize a class and make learning an easy and meaningful process.
The goal is to help cultivate the students’ interest in education and be their dedicated ally in the entire process of learning and development.
"
Team Leader,"Create an inspiring team environment with an open communication culture
Set clear team goals
Delegate tasks and set deadlines
Oversee day-to-day operation
Monitor team performance and report on metrics
Motivate team members
Discover training needs and provide coaching
Listen to team members’ feedback and resolve any issues or conflicts
Recognize high performance and reward accomplishments
Encourage creativity and risk-taking
Suggest and organize team building activities
","Proven work experience as a team leader or supervisor
In-depth knowledge of performance metrics
Good PC skills, especially MS Excel
Excellent communication and leadership skills
Organizational and time-management skills
Decision-making skills
Degree in Management or training in team leading is a plus
",https://resources.workable.com/team-leader-job-description,"Team Leader job descriptionWe are looking for a qualified team leader to manage our team and provide effective guidance. You will be responsible for supervising, managing and motivating team members on a daily basis.
As a team leader, you will be the contact point for all team members, so your communication skills should be excellent. You should also be able to act proactively to ensure smooth team operations and effective collaboration.
Ultimately, you should lead by setting a good example and engage the team to achieve goals.
"
Technical Account Manager,"Proven work experience as a Technical account manager
Solid technical background with hands on experience in digital technologies
Familiarity with software and front-end development
An ability to gasp customers’ needs and suggest timely solutions
Excellent verbal and written communication skills
Strong analytical and problem-solving skills
BSc degree in Computer Science or relevant field
","Desktop Support Engineer job description
Help Desk Manager job description
Call Center Representative job description
Call Center Manager job description
Dispatcher job description
",https://resources.workable.com/technical-account-manager-job-description,"Technical Account Manager job descriptionUltimately, you should be able to provide technical, product and business knowledge to support sales process and strengthen customer relationships.
"
Technical Architect,"Understand company needs to define system specifications
Plan and design the structure of a technology solution
Communicate system requirements to software development teams
Evaluate and select appropriate software or hardware and suggest integration methods
Oversee assigned programs (e.g. conduct code review) and provide guidance to team members
Assist with solving technical problems when they arise
Ensure the implementation of agreed architecture and infrastructure
Address technical concerns, ideas and suggestions
Monitor systems to ensure they meet both user needs and business goals
","Proven experience as a Technical Architect or Project Manager
Hands-on experience with software development and system administration
Understanding of strategic IT solutions
Experience in project management and service-oriented architecture (SOA)
Knowledge of selected coding languages (e.g. JavaScript, Java)
Familiarity with various operating systems (e.g. Windows, UNIX) and databases (e.g. MySQL)
Experience in cloud technologies (e.g. VMware)
Excellent communication skills
Problem-solving aptitude
Organizational and leadership skills
BSc/BA in Computer Science, Engineering or a related field
",https://resources.workable.com/technical-architect-job-description,"Technical Architect job descriptionIn this role, you should be an excellent communicator who is able to translate complex requirements into functional architecture. We’d also like you to have hands-on experience on software development and be able to manage complex programs.
Your goal will be to ensure our internal IT framework operates properly.
"
